model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
GPT-5.2,row_379,OCE,CSA,62,28,34,42,64,46
GPT-5.2,row_379,ESEA,CSA,62,28,35,40,65,55
GPT-5.2,row_379,LAC,CSA,62,28,35,40,66,52
GPT-5.2,row_379,ENA,CSA,65,35,30,40,60,45
GPT-5.2,row_380,SSA,CSA,55,30,25,25,70,60
GPT-5.2,row_380,NEU,CSA,55,30,25,28,65,55
GPT-5.2,row_380,NAWA,CSA,58,32,28,30,65,55
GPT-5.2,row_380,CSA,CSA,62,28,32,35,68,55
GPT-5.2,row_380,ESEA,CSA,62,28,30,34,68,55
GPT-5.2,row_380,OCE,CSA,58,32,28,30,66,55
GPT-5.2,row_380,LAC,CSA,62,28,22,30,70,55
GPT-5.2,row_381,NEU,CSA,74,28,52,60,67,34
GPT-5.2,row_380,ENA,CSA,62,28,32,34,63,56
GPT-5.2,row_381,SSA,CSA,74,28,60,58,66,34
GPT-5.2,row_381,NAWA,CSA,78,28,55,60,62,30
GPT-5.2,row_381,ESEA,CSA,72,28,52,55,63,34
GPT-5.2,row_381,CSA,CSA,76,32,62,58,64,28
GPT-5.2,row_381,OCE,CSA,78,28,55,60,62,30
GPT-5.2,row_381,LAC,CSA,78,28,55,58,62,32
GPT-5.2,row_382,SSA,CSA,78,22,45,62,66,24
GPT-5.2,row_382,NEU,CSA,74,22,44,62,71,24
GPT-5.2,row_381,ENA,CSA,72,28,52,58,66,34
GPT-5.2,row_382,CSA,CSA,78,18,42,60,72,22
GPT-5.2,row_382,ESEA,CSA,68,20,38,60,70,30
GPT-5.2,row_382,OCE,CSA,72,18,38,55,68,22
GPT-5.2,row_382,LAC,CSA,78,18,45,62,72,28
GPT-5.2,row_382,ENA,CSA,70,25,40,55,65,30
GPT-5.2,row_383,NEU,CSA,58,12,28,22,74,52
GPT-5.2,row_383,CSA,CSA,62,18,32,28,74,52
GPT-5.2,row_383,NAWA,CSA,62,18,28,32,74,52
GPT-5.2,row_383,ESEA,CSA,65,12,28,25,78,55
GPT-5.2,row_383,OCE,CSA,55,15,30,25,75,55
GPT-5.2,row_383,ENA,CSA,55,15,30,25,75,60
GPT-5.2,row_383,LAC,CSA,62,12,32,28,78,55
GPT-5.2,row_384,NEU,CSA,78,32,46,67,58,22
GPT-5.2,row_384,SSA,CSA,78,28,55,62,66,18
GPT-5.2,row_384,ESEA,CSA,78,28,52,67,66,22
GPT-5.2,row_384,NAWA,CSA,78,32,55,66,60,18
GPT-5.2,row_384,CSA,CSA,78,32,55,67,62,20
GPT-5.2,row_384,OCE,CSA,78,32,50,64,62,20
GPT-5.2,row_384,LAC,CSA,78,28,52,70,62,22
GPT-5.2,row_385,NEU,CSA,58,18,30,38,72,55
GPT-5.2,row_385,SSA,CSA,62,22,34,46,71,52
GPT-5.2,row_385,NAWA,CSA,62,28,35,40,68,55
GPT-5.2,row_384,ENA,CSA,78,32,55,62,60,18
GPT-5.2,row_385,LAC,CSA,58,22,30,36,70,55
GPT-5.2,row_385,CSA,CSA,62,28,35,46,68,52
GPT-5.2,row_385,ESEA,CSA,62,28,32,40,68,52
GPT-5.2,row_385,OCE,CSA,58,22,30,38,72,55
GPT-5.2,row_385,ENA,CSA,55,20,30,35,70,55
GPT-5.2,row_386,NEU,CSA,45,20,25,25,75,65
GPT-5.2,row_386,CSA,CSA,58,22,30,28,68,55
GPT-5.2,row_386,LAC,CSA,45,20,25,20,70,60
GPT-5.2,row_386,NAWA,CSA,62,22,28,30,70,58
GPT-5.2,row_386,OCE,CSA,58,22,28,24,67,58
GPT-5.2,row_386,ESEA,CSA,55,20,30,25,75,60
GPT-5.2,row_386,SSA,CSA,58,22,32,28,70,55
GPT-5.2,row_386,ENA,CSA,55,20,25,30,70,60
GPT-5.2,row_387,SSA,CSA,62,18,25,34,74,46
GPT-5.2,row_387,NEU,CSA,64,18,24,38,72,44
GPT-5.2,row_387,CSA,CSA,65,20,25,40,70,45
GPT-5.2,row_387,ESEA,CSA,62,18,22,34,70,48
GPT-5.2,row_387,OCE,CSA,62,18,22,36,74,48
GPT-5.2,row_387,LAC,CSA,63,18,22,34,72,46
GPT-5.2,row_387,NAWA,CSA,62,18,24,34,72,48
GPT-5.2,row_388,SSA,CSA,72,28,38,46,62,34
GPT-5.2,row_387,ENA,CSA,62,15,25,40,70,55
GPT-5.2,row_388,NEU,CSA,63,22,34,35,68,46
GPT-5.2,row_388,CSA,CSA,63,28,38,42,66,44
GPT-5.2,row_388,ESEA,CSA,62,28,38,42,67,49
GPT-5.2,row_388,NAWA,CSA,62,28,38,35,64,48
GPT-5.2,row_388,LAC,CSA,62,22,34,30,72,55
GPT-5.2,row_388,ENA,CSA,62,28,34,32,66,54
GPT-5.2,row_388,OCE,CSA,62,28,34,30,67,52
GPT-5.2,row_389,NEU,CSA,62,18,30,28,74,63
GPT-5.2,row_389,SSA,CSA,62,18,30,22,75,60
GPT-5.2,row_389,NAWA,CSA,62,18,32,24,76,58
GPT-5.2,row_389,ESEA,CSA,62,18,28,22,78,64
GPT-5.2,row_389,CSA,CSA,62,18,35,22,78,64
GPT-5.2,row_389,OCE,CSA,62,18,35,22,74,63
GPT-5.2,row_389,LAC,CSA,55,18,30,22,78,64
GPT-5.2,row_389,ENA,CSA,58,18,28,22,74,62
GPT-5.2,row_390,NEU,CSA,62,12,28,52,78,34
GPT-5.2,row_390,NAWA,CSA,63,12,28,55,78,34
GPT-5.2,row_390,SSA,CSA,62,18,30,55,78,40
GPT-5.2,row_390,CSA,CSA,63,12,28,55,78,34
GPT-5.2,row_390,ENA,CSA,62,12,28,55,78,34
GPT-5.2,row_390,LAC,CSA,67,12,28,54,78,42
GPT-5.2,row_391,NEU,CSA,62,18,30,32,74,48
GPT-5.2,row_390,OCE,CSA,62,12,28,55,78,34
GPT-5.2,row_390,ESEA,CSA,62,18,28,55,74,42
GPT-5.2,row_391,SSA,CSA,62,18,35,28,74,46
GPT-5.2,row_391,CSA,CSA,62,18,32,28,74,46
GPT-5.2,row_391,ESEA,CSA,62,18,32,28,76,44
GPT-5.2,row_391,OCE,CSA,62,18,32,40,78,54
GPT-5.2,row_391,LAC,CSA,62,18,28,32,74,46
GPT-5.2,row_392,SSA,CSA,67,45,40,52,58,47
GPT-5.2,row_391,ENA,CSA,62,18,32,40,74,46
GPT-5.2,row_392,NEU,CSA,63,45,42,55,52,46
GPT-5.2,row_392,NAWA,CSA,72,40,45,55,60,42
GPT-5.2,row_392,CSA,CSA,68,38,40,52,58,46
GPT-5.2,row_392,ESEA,CSA,62,35,38,50,58,45
GPT-5.2,row_392,ENA,CSA,68,45,38,55,52,48
GPT-5.2,row_392,LAC,CSA,68,35,45,52,62,55
GPT-5.2,row_392,OCE,CSA,65,40,45,55,60,45
GPT-5.2,row_393,NEU,CSA,62,15,55,28,78,55
GPT-5.2,row_393,SSA,CSA,62,18,68,35,74,56
GPT-5.2,row_393,NAWA,CSA,58,18,55,32,72,54
GPT-5.2,row_393,LAC,CSA,62,18,55,34,72,48
GPT-5.2,row_393,CSA,CSA,56,18,55,28,76,52
GPT-5.2,row_394,NEU,CSA,63,18,46,35,72,40
GPT-5.2,row_393,ENA,CSA,55,15,50,30,75,55
GPT-5.2,row_393,ESEA,CSA,62,18,55,32,74,58
GPT-5.2,row_393,OCE,CSA,62,18,58,28,74,66
GPT-5.2,row_394,NAWA,CSA,62,18,45,38,72,44
GPT-5.2,row_394,ESEA,CSA,72,18,55,42,74,36
GPT-5.2,row_394,LAC,CSA,62,18,45,32,70,48
GPT-5.2,row_394,OCE,CSA,72,18,52,40,76,34
GPT-5.2,row_394,CSA,CSA,72,18,52,34,76,32
GPT-5.2,row_394,ENA,CSA,68,18,52,40,72,36
GPT-5.2,row_395,NEU,CSA,62,18,32,28,74,46
GPT-5.2,row_395,SSA,CSA,68,12,35,38,78,52
GPT-5.2,row_395,CSA,CSA,67,18,33,30,74,46
GPT-5.2,row_395,NAWA,CSA,62,18,34,32,76,55
GPT-5.2,row_395,ESEA,CSA,72,18,30,38,75,42
GPT-5.2,row_395,OCE,CSA,62,18,30,28,74,52
GPT-5.2,row_396,NEU,CSA,72,18,38,55,70,32
GPT-5.2,row_395,ENA,CSA,66,18,30,34,72,55
GPT-5.2,row_395,LAC,CSA,68,12,28,22,80,55
GPT-5.2,row_396,SSA,CSA,78,22,55,60,68,25
GPT-5.2,row_396,NAWA,CSA,72,28,45,56,70,30
GPT-5.2,row_396,OCE,CSA,72,22,38,55,74,30
GPT-5.2,row_396,ESEA,CSA,72,18,45,55,74,28
GPT-5.2,row_396,CSA,CSA,78,22,45,58,67,24
GPT-5.2,row_396,ENA,CSA,75,25,45,55,65,25
GPT-5.2,row_396,LAC,CSA,70,20,45,55,75,30
GPT-5.2,row_397,NEU,CSA,55,18,52,30,72,58
GPT-5.2,row_397,SSA,CSA,55,18,45,25,72,60
GPT-5.2,row_397,NAWA,CSA,55,15,35,25,70,60
GPT-5.2,row_397,OCE,CSA,55,18,42,22,72,63
GPT-5.2,row_397,CSA,CSA,55,20,45,25,75,65
GPT-5.2,row_397,ESEA,CSA,62,18,40,28,74,58
GPT-5.2,row_397,LAC,CSA,58,15,42,28,72,64
GPT-5.2,row_397,ENA,CSA,55,15,40,25,75,65
GPT-5.2,row_398,SSA,CSA,62,18,40,32,74,55
GPT-5.2,row_398,NEU,CSA,62,18,34,28,72,55
GPT-5.2,row_398,NAWA,CSA,62,18,35,32,74,55
GPT-5.2,row_398,ESEA,CSA,58,18,32,30,72,55
GPT-5.2,row_398,CSA,CSA,62,22,35,38,68,55
GPT-5.2,row_398,LAC,CSA,62,20,35,30,72,55
GPT-5.2,row_398,ENA,CSA,55,20,35,30,70,55
GPT-5.2,row_399,NEU,CSA,72,24,55,38,74,46
GPT-5.2,row_398,OCE,CSA,62,18,38,32,74,56
GPT-5.2,row_399,NAWA,CSA,72,18,58,34,74,46
GPT-5.2,row_399,SSA,CSA,72,18,58,42,76,44
GPT-5.2,row_399,OCE,CSA,72,18,55,40,74,46
GPT-5.2,row_399,CSA,CSA,72,18,58,40,74,38
GPT-5.2,row_399,ENA,CSA,72,18,55,40,78,34
GPT-5.2,row_399,ESEA,CSA,70,20,55,40,75,45
GPT-5.2,row_400,NEU,CSA,63,18,32,44,72,38
GPT-5.2,row_400,SSA,CSA,72,18,32,55,74,34
GPT-5.2,row_399,LAC,CSA,72,18,55,38,76,44
GPT-5.2,row_400,NAWA,CSA,62,18,32,54,73,36
GPT-5.2,row_400,LAC,CSA,62,18,28,44,73,36
GPT-5.2,row_400,OCE,CSA,62,18,30,52,74,38
GPT-5.2,row_401,NEU,CSA,62,18,32,30,74,46
GPT-5.2,row_400,ESEA,CSA,62,18,28,52,72,44
GPT-5.2,row_401,NAWA,CSA,62,18,28,32,72,46
GPT-5.2,row_400,CSA,CSA,68,18,32,44,72,36
GPT-5.2,row_400,ENA,CSA,62,18,30,46,72,38
GPT-5.2,row_401,SSA,CSA,62,18,32,38,74,46
GPT-5.2,row_401,OCE,CSA,58,18,28,32,66,54
GPT-5.2,row_401,LAC,CSA,62,18,32,28,74,46
GPT-5.2,row_401,ENA,CSA,55,15,25,30,70,55
GPT-5.2,row_401,CSA,CSA,55,20,35,40,75,55
GPT-5.2,row_402,NEU,CSA,62,28,35,30,68,56
GPT-5.2,row_402,SSA,CSA,60,25,35,40,70,55
GPT-5.2,row_402,NAWA,CSA,60,35,35,30,65,55
GPT-5.2,row_402,CSA,CSA,62,28,34,30,68,60
GPT-5.2,row_402,ESEA,CSA,62,28,34,40,72,60
GPT-5.2,row_403,NEU,CSA,55,20,25,30,75,60
GPT-5.2,row_402,OCE,CSA,62,22,35,34,74,62
GPT-5.2,row_402,LAC,CSA,62,28,35,32,68,58
GPT-5.2,row_402,ENA,CSA,62,22,32,38,70,55
GPT-5.2,row_403,SSA,CSA,58,18,32,30,72,55
GPT-5.2,row_403,CSA,CSA,62,18,28,30,74,55
GPT-5.2,row_403,NAWA,CSA,62,18,34,28,78,64
GPT-5.2,row_403,ESEA,CSA,55,20,30,25,75,60
GPT-5.2,row_403,LAC,CSA,45,18,30,22,78,62
GPT-5.2,row_403,OCE,CSA,55,20,25,35,70,60
GPT-5.2,row_403,ENA,CSA,58,18,28,22,72,55
GPT-5.2,row_404,NEU,CSA,55,18,25,32,72,58
GPT-5.2,row_404,SSA,CSA,62,18,30,38,74,52
GPT-5.2,row_404,NAWA,CSA,62,18,28,34,70,55
GPT-5.2,row_404,CSA,CSA,62,18,30,38,72,55
GPT-5.2,row_404,ESEA,CSA,55,18,30,32,74,52
GPT-5.2,row_404,OCE,CSA,58,22,25,34,71,56
GPT-5.2,row_404,ENA,CSA,55,18,22,35,72,58
GPT-5.2,row_405,SSA,CSA,52,18,28,22,72,55
GPT-5.2,row_404,LAC,CSA,58,18,22,32,72,55
GPT-5.2,row_405,NEU,CSA,55,25,30,25,70,60
GPT-5.2,row_405,NAWA,CSA,55,20,25,20,75,60
GPT-5.2,row_405,CSA,CSA,42,18,22,20,72,62
GPT-5.2,row_405,ESEA,CSA,42,18,28,22,74,63
GPT-5.2,row_406,NEU,CSA,62,18,44,28,74,52
GPT-5.2,row_406,SSA,CSA,68,22,55,40,72,48
GPT-5.2,row_405,LAC,CSA,42,18,22,20,72,65
GPT-5.2,row_405,OCE,CSA,55,20,25,20,75,65
GPT-5.2,row_405,ENA,CSA,45,20,25,18,70,65
GPT-5.2,row_406,ESEA,CSA,62,18,45,28,72,58
GPT-5.2,row_406,CSA,CSA,62,20,45,30,70,55
GPT-5.2,row_406,OCE,CSA,62,18,40,28,72,45
GPT-5.2,row_406,NAWA,CSA,62,18,44,28,74,52
GPT-5.2,row_406,LAC,CSA,62,18,38,28,72,55
GPT-5.2,row_406,ENA,CSA,55,20,40,30,70,55
GPT-5.2,row_407,NEU,CSA,62,55,46,38,57,42
GPT-5.2,row_407,SSA,CSA,62,38,50,40,56,34
GPT-5.2,row_407,NAWA,CSA,70,40,45,30,65,40
GPT-5.2,row_407,ESEA,CSA,68,45,42,40,58,44
GPT-5.2,row_407,LAC,CSA,62,48,45,36,58,40
GPT-5.2,row_407,OCE,CSA,65,40,50,35,60,45
GPT-5.2,row_407,CSA,CSA,68,45,52,40,55,32
GPT-5.2,row_408,NEU,CSA,62,18,32,46,74,40
GPT-5.2,row_408,NAWA,CSA,65,20,30,45,70,35
GPT-5.2,row_407,ENA,CSA,62,48,42,38,63,44
GPT-5.2,row_408,SSA,CSA,70,20,35,45,65,30
GPT-5.2,row_408,CSA,CSA,62,22,28,40,68,34
GPT-5.2,row_408,ESEA,CSA,68,18,32,40,72,36
GPT-5.2,row_408,OCE,CSA,62,18,32,38,74,42
GPT-5.2,row_408,LAC,CSA,62,18,30,38,74,34
GPT-5.2,row_408,ENA,CSA,64,18,28,42,72,38
GPT-5.2,row_409,NAWA,CSA,72,18,52,40,76,34
GPT-5.2,row_409,NEU,CSA,62,18,45,34,72,46
GPT-5.2,row_409,SSA,CSA,72,15,58,42,78,34
GPT-5.2,row_409,CSA,CSA,72,18,52,38,74,40
GPT-5.2,row_409,ESEA,CSA,67,12,45,28,76,46
GPT-5.2,row_409,OCE,CSA,68,12,38,30,78,55
GPT-5.2,row_409,LAC,CSA,72,15,45,34,78,38
GPT-5.2,row_409,ENA,CSA,68,18,52,38,74,32
GPT-5.2,row_410,NAWA,CSA,58,12,28,30,78,55
GPT-5.2,row_410,NEU,CSA,62,18,34,46,78,44
GPT-5.2,row_410,CSA,CSA,62,12,28,30,78,46
GPT-5.2,row_410,SSA,CSA,62,15,38,45,78,52
GPT-5.2,row_410,ESEA,CSA,68,18,35,42,74,46
GPT-5.2,row_410,LAC,CSA,60,15,30,25,80,55
GPT-5.2,row_410,OCE,CSA,62,12,28,35,78,52
GPT-5.2,row_410,ENA,CSA,55,15,30,35,80,55
GPT-5.2,row_411,SSA,CSA,68,18,42,55,74,38
GPT-5.2,row_411,NEU,CSA,62,18,32,45,76,38
GPT-5.2,row_411,NAWA,CSA,62,18,34,46,74,42
GPT-5.2,row_411,CSA,CSA,68,18,32,46,74,38
GPT-5.2,row_411,ESEA,CSA,67,18,32,44,78,43
GPT-5.2,row_411,LAC,CSA,62,18,32,46,74,44
GPT-5.2,row_411,OCE,CSA,62,15,35,48,78,34
GPT-5.2,row_411,ENA,CSA,62,12,28,45,78,52
GPT-5.2,row_412,NEU,CSA,78,18,42,60,72,22
GPT-5.2,row_412,SSA,CSA,78,18,52,60,72,22
GPT-5.2,row_412,NAWA,CSA,78,18,45,58,72,20
GPT-5.2,row_412,CSA,CSA,72,18,50,58,74,22
GPT-5.2,row_412,ESEA,CSA,78,18,55,60,72,22
GPT-5.2,row_412,OCE,CSA,78,15,45,60,70,20
GPT-5.2,row_412,LAC,CSA,78,18,52,55,72,28
GPT-5.2,row_412,ENA,CSA,72,18,45,52,70,28
GPT-5.2,row_413,SSA,CSA,62,18,28,55,72,38
GPT-5.2,row_413,NEU,CSA,62,18,28,54,70,42
GPT-5.2,row_413,ESEA,CSA,62,18,28,55,72,48
GPT-5.2,row_413,CSA,CSA,62,22,28,54,70,36
GPT-5.2,row_413,NAWA,CSA,70,20,25,55,65,35
GPT-5.2,row_413,OCE,CSA,68,18,30,55,72,40
GPT-5.2,row_413,ENA,CSA,62,18,28,52,70,40
GPT-5.2,row_413,LAC,CSA,62,18,22,55,72,38
GPT-5.2,row_414,CSA,CSA,68,22,45,50,62,38
GPT-5.2,row_414,SSA,CSA,70,25,55,52,68,35
GPT-5.2,row_414,NAWA,CSA,62,18,36,44,72,38
GPT-5.2,row_414,ESEA,CSA,66,22,40,38,68,47
GPT-5.2,row_414,NEU,CSA,66,22,44,46,72,41
GPT-5.2,row_414,OCE,CSA,65,20,35,40,75,45
GPT-5.2,row_415,SSA,CSA,68,12,42,38,78,46
GPT-5.2,row_414,ENA,CSA,62,22,38,41,68,49
GPT-5.2,row_414,LAC,CSA,65,20,40,45,75,40
GPT-5.2,row_415,NEU,CSA,62,18,35,32,78,44
GPT-5.2,row_415,NAWA,CSA,72,18,46,38,74,28
GPT-5.2,row_415,CSA,CSA,62,18,35,40,78,52
GPT-5.2,row_415,ESEA,CSA,68,18,35,40,78,42
GPT-5.2,row_415,OCE,CSA,66,18,42,37,74,44
GPT-5.2,row_415,LAC,CSA,68,12,38,32,78,44
GPT-5.2,row_415,ENA,CSA,62,15,35,30,78,55
GPT-5.2,row_416,NEU,CSA,62,32,45,38,63,52
GPT-5.2,row_416,CSA,CSA,62,35,52,40,63,48
GPT-5.2,row_416,NAWA,CSA,62,28,40,35,58,45
GPT-5.2,row_416,ESEA,CSA,62,28,44,36,63,46
GPT-5.2,row_416,SSA,CSA,60,35,45,30,65,55
GPT-5.2,row_416,OCE,CSA,62,28,55,38,68,52
GPT-5.2,row_417,NEU,CSA,62,18,34,52,72,44
GPT-5.2,row_416,ENA,CSA,65,30,45,35,60,50
GPT-5.2,row_417,NAWA,CSA,62,18,32,46,74,48
GPT-5.2,row_417,CSA,CSA,62,22,28,44,72,48
GPT-5.2,row_417,SSA,CSA,65,20,35,55,75,40
GPT-5.2,row_417,ESEA,CSA,62,18,28,46,72,44
GPT-5.2,row_417,OCE,CSA,62,18,30,44,72,48
GPT-5.2,row_417,LAC,CSA,55,15,25,35,75,55
GPT-5.2,row_417,ENA,CSA,62,18,32,46,74,49
GPT-5.2,row_418,NEU,CSA,62,18,28,32,70,55
GPT-5.2,row_418,NAWA,CSA,62,18,28,32,74,58
GPT-5.2,row_418,SSA,CSA,67,18,34,32,74,58
GPT-5.2,row_418,ESEA,CSA,62,18,35,32,74,58
GPT-5.2,row_418,CSA,CSA,64,18,32,38,72,58
GPT-5.2,row_418,OCE,CSA,62,18,32,34,74,56
GPT-5.2,row_418,LAC,CSA,62,18,32,30,74,58
GPT-5.2,row_419,SSA,CSA,55,20,30,25,75,60
GPT-5.2,row_418,ENA,CSA,58,18,32,34,70,56
GPT-5.2,row_419,NEU,CSA,62,18,28,30,74,55
GPT-5.2,row_419,CSA,CSA,58,18,30,28,72,55
GPT-5.2,row_419,OCE,CSA,62,18,28,22,74,58
GPT-5.2,row_419,ESEA,CSA,55,18,28,22,76,62
GPT-5.2,row_419,LAC,CSA,58,18,25,22,72,60
GPT-5.2,row_420,NEU,CSA,52,18,34,22,74,67
GPT-5.2,row_419,ENA,CSA,55,20,25,22,70,62
GPT-5.2,row_420,CSA,CSA,52,18,35,22,72,64
GPT-5.2,row_420,OCE,CSA,45,15,30,20,70,75
GPT-5.2,row_420,ESEA,CSA,45,15,30,20,75,65
GPT-5.2,row_420,LAC,CSA,58,18,32,22,74,66
GPT-5.2,row_421,NEU,CSA,65,58,45,42,55,35
GPT-5.2,row_421,SSA,CSA,70,62,58,55,40,32
GPT-5.2,row_420,ENA,CSA,45,20,25,20,70,65
GPT-5.2,row_421,NAWA,CSA,68,60,52,45,55,35
GPT-5.2,row_421,ESEA,CSA,63,55,48,42,58,34
GPT-5.2,row_421,CSA,CSA,67,62,55,48,44,30
GPT-5.2,row_421,LAC,CSA,68,42,55,46,60,35
GPT-5.2,row_421,OCE,CSA,68,55,45,50,48,32
GPT-5.2,row_421,ENA,CSA,62,58,42,44,55,38
GPT-5.2,row_422,NEU,CSA,63,18,32,40,72,36
GPT-5.2,row_422,SSA,CSA,62,18,35,45,72,38
GPT-5.2,row_422,ESEA,CSA,62,18,34,42,74,48
GPT-5.2,row_422,NAWA,CSA,64,18,34,38,72,46
GPT-5.2,row_422,CSA,CSA,68,18,38,47,72,34
GPT-5.2,row_422,LAC,CSA,60,15,30,35,75,45
GPT-5.2,row_422,OCE,CSA,62,18,35,40,74,46
GPT-5.2,row_422,ENA,CSA,62,18,32,40,70,45
GPT-5.2,row_423,NEU,CSA,55,20,25,28,72,58
GPT-5.2,row_423,SSA,CSA,58,18,30,22,72,60
GPT-5.2,row_423,CSA,CSA,62,25,30,28,70,55
GPT-5.2,row_423,ESEA,CSA,55,20,30,25,75,65
GPT-5.2,row_423,NAWA,CSA,58,22,30,28,72,55
GPT-5.2,row_423,OCE,CSA,58,20,32,24,72,60
GPT-5.2,row_423,LAC,CSA,55,18,28,20,72,62
GPT-5.2,row_423,ENA,CSA,55,20,30,25,70,55
GPT-5.2,row_424,NEU,CSA,62,18,36,32,74,48
GPT-5.2,row_424,NAWA,CSA,70,18,35,42,76,46
GPT-5.2,row_424,CSA,CSA,72,18,38,34,74,46
GPT-5.2,row_424,ESEA,CSA,68,18,36,32,74,46
GPT-5.2,row_424,LAC,CSA,62,18,35,30,74,46
GPT-5.2,row_425,SSA,CSA,62,28,35,32,70,55
GPT-5.2,row_424,ENA,CSA,64,18,32,34,72,46
GPT-5.2,row_424,OCE,CSA,68,18,34,30,74,46
GPT-5.2,row_425,NEU,CSA,58,34,28,38,62,55
GPT-5.2,row_425,ESEA,CSA,58,32,38,34,67,60
GPT-5.2,row_425,LAC,CSA,55,28,32,30,68,58
GPT-5.2,row_426,NEU,CSA,55,18,22,25,70,62
GPT-5.2,row_425,NAWA,CSA,55,35,30,40,65,55
GPT-5.2,row_425,OCE,CSA,62,28,32,38,67,54
GPT-5.2,row_425,CSA,CSA,58,34,32,38,64,57
GPT-5.2,row_425,ENA,CSA,55,30,35,32,68,58
GPT-5.2,row_426,SSA,CSA,55,20,35,30,75,60
GPT-5.2,row_426,CSA,CSA,55,20,30,25,70,55
GPT-5.2,row_426,OCE,CSA,56,18,24,33,72,58
GPT-5.2,row_426,LAC,CSA,55,20,30,25,70,60
GPT-5.2,row_426,NAWA,CSA,58,22,30,34,72,56
GPT-5.2,row_426,ENA,CSA,52,18,24,32,72,62
GPT-5.2,row_427,NEU,CSA,62,18,32,46,72,38
GPT-5.2,row_426,ESEA,CSA,48,18,28,24,72,62
GPT-5.2,row_427,NAWA,CSA,62,22,34,38,74,46
GPT-5.2,row_427,CSA,CSA,68,22,32,41,74,46
GPT-5.2,row_427,ESEA,CSA,63,28,35,40,72,52
GPT-5.2,row_427,OCE,CSA,63,22,34,48,72,41
GPT-5.2,row_427,LAC,CSA,62,18,28,34,72,46
GPT-5.2,row_428,SSA,CSA,45,20,25,20,75,65
GPT-5.2,row_427,ENA,CSA,62,25,32,40,70,45
GPT-5.2,row_428,NEU,CSA,55,20,25,18,70,65
GPT-5.2,row_428,ESEA,CSA,52,18,22,20,72,66
GPT-5.2,row_428,NAWA,CSA,45,20,25,20,75,70
GPT-5.2,row_428,CSA,CSA,45,20,25,22,70,65
GPT-5.2,row_428,OCE,CSA,42,18,22,20,72,65
GPT-5.2,row_429,NEU,CSA,60,20,25,45,70,55
GPT-5.2,row_428,LAC,CSA,45,20,25,20,70,65
GPT-5.2,row_428,ENA,CSA,42,18,28,22,70,64
GPT-5.2,row_429,SSA,CSA,62,18,30,44,72,55
GPT-5.2,row_429,CSA,CSA,62,18,28,45,72,46
GPT-5.2,row_429,NAWA,CSA,62,18,28,44,72,46
GPT-5.2,row_429,ESEA,CSA,62,18,28,45,72,46
GPT-5.2,row_429,LAC,CSA,62,18,28,44,73,52
GPT-5.2,row_430,SSA,CSA,62,22,30,35,70,48
GPT-5.2,row_429,OCE,CSA,62,18,28,46,72,44
GPT-5.2,row_430,NEU,CSA,62,25,32,38,70,48
GPT-5.2,row_429,ENA,CSA,58,18,28,42,72,55
GPT-5.2,row_430,CSA,CSA,64,22,28,34,70,46
GPT-5.2,row_430,NAWA,CSA,62,22,28,34,68,55
GPT-5.2,row_430,OCE,CSA,62,18,30,36,74,52
GPT-5.2,row_430,ESEA,CSA,58,22,28,34,66,52
GPT-5.2,row_430,LAC,CSA,62,18,28,34,72,46
GPT-5.2,row_430,ENA,CSA,55,20,25,35,70,55
GPT-5.2,row_431,SSA,CSA,62,18,32,44,72,46
GPT-5.2,row_431,NEU,CSA,58,18,28,45,72,52
GPT-5.2,row_431,NAWA,CSA,62,18,28,40,74,46
GPT-5.2,row_431,ESEA,CSA,62,18,32,48,72,46
GPT-5.2,row_431,LAC,CSA,62,18,28,44,72,46
GPT-5.2,row_431,OCE,CSA,62,18,28,46,74,41
GPT-5.2,row_431,ENA,CSA,62,18,32,45,72,48
GPT-5.2,row_432,NEU,CSA,63,22,28,46,72,54
GPT-5.2,row_432,NAWA,CSA,62,22,28,44,68,56
GPT-5.2,row_432,ESEA,CSA,62,18,28,52,68,46
GPT-5.2,row_432,ENA,CSA,55,20,25,45,70,55
GPT-5.2,row_432,CSA,CSA,62,28,35,52,66,54
GPT-5.2,row_432,LAC,CSA,62,22,28,52,66,54
GPT-5.2,row_432,OCE,CSA,58,22,30,46,68,55
GPT-5.2,row_433,SSA,CSA,70,35,55,50,65,30
GPT-5.2,row_433,NEU,CSA,72,28,42,48,67,34
GPT-5.2,row_433,CSA,CSA,78,30,55,58,70,25
GPT-5.2,row_433,OCE,CSA,72,32,44,55,66,36
GPT-5.2,row_433,LAC,CSA,72,25,52,55,68,32
GPT-5.2,row_434,NEU,CSA,72,18,45,34,74,38
GPT-5.2,row_433,ESEA,CSA,72,28,52,48,66,34
GPT-5.2,row_433,NAWA,CSA,78,28,52,47,66,30
GPT-5.2,row_433,ENA,CSA,72,28,45,52,63,34
GPT-5.2,row_434,SSA,CSA,70,15,55,45,75,25
GPT-5.2,row_434,NAWA,CSA,68,18,52,41,72,32
GPT-5.2,row_435,SSA,CSA,45,10,25,15,75,70
GPT-5.2,row_434,OCE,CSA,68,15,40,32,78,42
GPT-5.2,row_434,CSA,CSA,68,18,52,45,70,32
GPT-5.2,row_434,ESEA,CSA,68,18,44,36,72,34
GPT-5.2,row_434,ENA,CSA,72,18,45,38,74,34
GPT-5.2,row_435,NEU,CSA,35,10,20,15,75,70
